10201600000110102375300562101 02000300002131020
10201600000210301112100175201 01000100003149002
10201600000310203807400444201 01000200004129002
102016000004103030974000000011          2131033
10201600000510302475600330101 01000300023149058
10201600000610102694300587601 01000200001110063
102016000007103023027000000012          3121022
102016000008103034846000000011          2137038
102016000009102005036000000011          4111026
10201600001010302190900220101 01000800023120010
102016000011103038074000000012          4119004
102016000012103007056000000011          2147050
10201600001310301755000195001 01000100003120046
102016000014102031425000000011          2117024
10201600001510301324000287801 01000100002147003
102016000016103019303000000052          3122013
10201600001710101606700241001 01000200003121005
10201600001810102410000381698 01000100003106001
10201600001910301755000181611 01000100004143044
102016000020101040103000000011          3139024
102016000021102030974000000011          2117037
102016000022102026936000000012          2118016
10201600002310202855500428301 01020102004143011
102016000024101024756000000051          3102043
10201600002510102707400394101 01000200002117002
10201600002610301112100261701 01000300003149005
10201600002910301177900129901 01000100004100057
10201600003110301324000143001 01000400012109003
102016000032101005036000000011          4111024
10201600003310101530600153101 01000200001140001
10201600003410202292700504401 01000400003106053
10201600003510202005100299401 01000100003136026
10201600003610300915300201101 01000300013142050
10201600003710204628200952901 01000500024100001
102016000039103011615000000011          2131034
102016000042102031425000000011          2133023
10201600004410201911100194701 01000400022107035
102016000045101040600000000011          1124103
10201600004610302475600330101 01000400023141024
10201600004710102375300288201 01000200002118010
10201600004810304628200476501 01000100004138004
10201600004910101212500130101 01000100001124065
10201600005010302302700243801 01000400013126013
10201600005110301425500226401 01000200003141010
10201600005510302693600303001 01000400022118016
10201600005610300705600095201 01000400022107110
10201600005710103059500417901 01000200004113009
102016000059103024826000000011          3103046
102016000061103019111000000011          2107031
102016000062103008044000000011          3144063
10201600006410101324000271001 01000300012147004
102016000065101004467000000013          3136002
10201600006610201237800153205 01000400023150023
10201600006710201991500199101 01000200003149018
10201600006810100535100084301 01000300004114024
10201600007110202302700345401 01000200003144010
10201600007210102063000283201 01000600033141026
10201600007310102482600351701 01000100003122046
10201600007410101188500118901 01000100003103036
10201600007510101185000217101 01000100002107004
10201600007610201425500318201 01000200003130012
102016000077102005848000000011          1112022
10201600007810102190900251501 01000100003121006
10201600007910201616600223501 01000400021110066
10201600008010102410000241001 01000200003144001
10201600008110102694300293801 01000100001124064
10201600008210200765300091501 01000200001105002
10201600008310301911100194701 01000100002107033
10201600008410203097400441301 01000700052131035
102016000086103011885000000012          3122032
102016000087102026248000000015          3106036
102016000088102027074000000011          2117003
102016000089103011850000000011          2109016
10201600009110103059500313401 01000600014151005
10201600009310103097400385001 01000100002133032
10201600009410101606700160701 01000400003121005
10201600009810202292700294801 01000300023144050
10201600009910101228200175501 01000600044114061
102016000100102012050000000011          3142005
10201600010210302693600615701 01000200002146013
10201600010310302456500350901 01000100002109055
10201600010410302375300356301 01000400022146008
10201600010610106024900633401 01000200003142009
10201600010710302456500634601 01000200002107076
102016000108102026943000000012          1110064
10201600010910205570100569101 01000400023135025
10201600011010201212500130101 01000200001110060
10201600011110102410000272401 01000200003121008
10201600011210102295900265801 01000200001105001
10201600011310303538600813001 01000300011124002
102016000114103026943000000013          1101061
102016000115103038074000000015          4119004
102016000116102024100000000011          3145009
10201600011710201930300270201 01000100003122014
10201600011810300535100053501 01000700044114025
102016000119101030974000000012          2131035
10201600012010102323000251701 01000200002127026
102016000121102026619000000011          1105059
10201600012210302693600303001 01000500032118016
10201600012310202475600531501 01000200003135023
10201600012410301930300377605 01000100003122015
10201600012510301755000192211 01000100002118002
10201600012610302063000424801 01000400013135021
102016000127101020630000000011          3135026
10201600012810301112100122501 01000100003130001
10201600012910101188500123601 01000100003103035
10201600013010202190900440201 01000200003136008
102016000131102011779000000015          4100057
